method,setting,split,pred_path,judge_path,summary_path,judge_evaluator_version,judge_prompt_version,label,dimension,value,count,rate
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,partial,7,0.35
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,missing,1,0.05
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,accurate,16,0.8
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,mixed,3,0.15
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,incorrect,1,0.05
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,low,18,0.9
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,medium,2,0.1
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,high,0,0.0
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,appropriate,14,0.7
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,too_broad,2,0.1
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,too_narrow,3,0.15
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,mixed,1,0.05
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,strong,12,0.6
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,mixed,7,0.35
llm,pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_3shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,weak,1,0.05
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,complete,18,0.9
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,partial,2,0.1
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,missing,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,accurate,20,1.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,mixed,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,incorrect,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,low,20,1.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,medium,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,high,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,appropriate,20,1.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,too_broad,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,too_narrow,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,mixed,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,strong,18,0.9
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,mixed,2,0.1
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,weak,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,complete,12,0.6
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,partial,7,0.35
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,completeness,missing,1,0.05
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,accurate,17,0.85
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,mixed,2,0.1
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,accuracy,incorrect,1,0.05
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,low,18,0.9
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,medium,2,0.1
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,noise,high,0,0.0
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,appropriate,12,0.6
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,too_broad,2,0.1
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,too_narrow,5,0.25
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,granularity,mixed,1,0.05
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,strong,12,0.6
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,mixed,7,0.35
llm,pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini,dev20,results/preds/llm/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_dev20_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,I,overall_verdict,weak,1,0.05
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,complete,53,0.8983050847457628
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,partial,6,0.1016949152542373
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,completeness,missing,0,0.0
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,accurate,57,0.9661016949152542
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,mixed,2,0.03389830508474576
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,accuracy,incorrect,0,0.0
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,low,58,0.9830508474576272
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,medium,1,0.01694915254237288
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,noise,high,0,0.0
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,appropriate,56,0.9491525423728814
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,too_broad,2,0.03389830508474576
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,too_narrow,1,0.01694915254237288
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,granularity,mixed,0,0.0
llm,pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini,test59,results/preds/llm/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini/validated.slots.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge.jsonl,results/metrics/pi_test59_official_plus_order_heuristic_5shot_gpt-5.4-mini.judge_metrics.json,question-judge-v1,judge_question_rubric_v1,P,overall_verdict,strong,53,0.8983050847457628
