method,setting,split,raw_path,judge_path,summary_path,judge_evaluator_version,judge_prompt_version,dimension,value,count,rate
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,appropriate,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_broad,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_narrow,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,mixed,1,1.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,strong,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,mixed,0,0.0
llm,smoke_i_single_real_2026-05-16_smoke_one,test,results/preds/llm/smoke_i_single_real_2026-05-16/raw.jsonl,results/preds/llm/smoke_i_single_real_2026-05-16/judge.smoke_one.jsonl,results/metrics/smoke_i_single_real_2026-05-16.smoke_one.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,weak,1,1.0
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,complete,0,0.0
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,partial,158,0.8272251308900523
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,missing,33,0.17277486910994763
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,accurate,0,0.0
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,mixed,172,0.900523560209424
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,incorrect,19,0.09947643979057591
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,low,105,0.5497382198952879
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,medium,86,0.450261780104712
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,high,0,0.0
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,appropriate,58,0.3036649214659686
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_broad,0,0.0
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_narrow,14,0.07329842931937172
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,mixed,119,0.6230366492146597
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,strong,0,0.0
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,mixed,30,0.15706806282722513
llm,i_single_real_test191_2026-05-16_r1,test,results/preds/llm/i_single_real_test191_2026-05-16_r1/raw.jsonl,results/preds/llm/i_single_real_test191_2026-05-16_r1/judge.jsonl,results/metrics/i_single_real_test191_2026-05-16_r1.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,weak,161,0.8429319371727748
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,complete,0,0.0
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,partial,156,0.8167539267015707
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,missing,35,0.18324607329842932
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,accurate,0,0.0
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,mixed,171,0.8952879581151832
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,incorrect,20,0.10471204188481675
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,low,170,0.8900523560209425
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,medium,21,0.1099476439790576
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,high,0,0.0
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,appropriate,125,0.6544502617801047
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_broad,0,0.0
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_narrow,15,0.07853403141361257
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,mixed,51,0.2670157068062827
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,strong,0,0.0
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,mixed,33,0.17277486910994763
llm,i_label_prompt_robustness_round1_A1_fewshot_only,test,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A1_fewshot_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A1_fewshot_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,weak,158,0.8272251308900523
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,complete,0,0.0
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,partial,159,0.8324607329842932
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,missing,32,0.16753926701570682
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,accurate,0,0.0
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,mixed,174,0.9109947643979057
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,incorrect,17,0.08900523560209424
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,low,141,0.7382198952879581
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,medium,50,0.2617801047120419
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,high,0,0.0
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,appropriate,96,0.5026178010471204
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_broad,0,0.0
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_narrow,10,0.05235602094240838
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,mixed,85,0.44502617801047123
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,strong,0,0.0
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,mixed,32,0.16753926701570682
llm,i_label_prompt_robustness_round1_A2_rep_only,test,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A2_rep_only/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A2_rep_only.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,weak,159,0.8324607329842932
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,complete,0,0.0
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,partial,155,0.8115183246073299
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,completeness,missing,36,0.18848167539267016
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,accurate,0,0.0
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,mixed,173,0.9057591623036649
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,accuracy,incorrect,18,0.09424083769633508
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,low,168,0.8795811518324608
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,medium,23,0.12041884816753927
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,noise,high,0,0.0
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,appropriate,138,0.7225130890052356
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_broad,0,0.0
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,too_narrow,11,0.05759162303664921
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,granularity,mixed,42,0.2198952879581152
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,strong,0,0.0
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,mixed,31,0.16230366492146597
llm,i_label_prompt_robustness_round1_A3_fewshot_plus_rep,test,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/raw.jsonl,results/preds/llm/i_label_prompt_robustness_round1_A3_fewshot_plus_rep/judge.jsonl,results/metrics/i_label_prompt_robustness_round1_A3_fewshot_plus_rep.judge_metrics.json,phase9-judge-v1,judge_rubric_v2,overall_verdict,weak,160,0.837696335078534
